player_name,position,Age,market_value_eur,club,season
Mark Travers,Goalkeeper,25.0,3500000.0,Afc Bournemouth,2324
Ionuț Radu,Goalkeeper,27.0,3000000.0,Afc Bournemouth,2324
Neto,Goalkeeper,34.0,2500000.0,Afc Bournemouth,2324
Will Dennis,Goalkeeper,23.0,350000.0,Afc Bournemouth,2324
Darren Randolph,Goalkeeper,37.0,300000.0,Afc Bournemouth,2324
Cameron Plain,Goalkeeper,22.0,100000.0,Afc Bournemouth,2324
Callan McKenna,Goalkeeper,17.0,100000.0,Afc Bournemouth,2324
Ilya Zabarnyi,Centre-Back,21.0,32000000.0,Afc Bournemouth,2324
Marcos Senesi,Centre-Back,27.0,22000000.0,Afc Bournemouth,2324
Lloyd Kelly,Centre-Back,25.0,18000000.0,Afc Bournemouth,2324
Chris Mepham,Centre-Back,26.0,6000000.0,Afc Bournemouth,2324
James Hill,Centre-Back,22.0,2000000.0,Afc Bournemouth,2324
Max Kinsey,Centre-Back,19.0,,Afc Bournemouth,2324
Milos Kerkez,Left-Back,20.0,20000000.0,Afc Bournemouth,2324
Ben Greenwood,Left-Back,22.0,,Afc Bournemouth,2324
Max Aarons,Right-Back,24.0,16000000.0,Afc Bournemouth,2324
Ryan Fredericks,Right-Back,31.0,1000000.0,Afc Bournemouth,2324
Adam Smith,Right-Back,33.0,1000000.0,Afc Bournemouth,2324
Tyler Adams,Defensive Midfield,25.0,15000000.0,Afc Bournemouth,2324
Philip Billing,Central Midfield,28.0,22000000.0,Afc Bournemouth,2324
Alex Scott,Central Midfield,20.0,20000000.0,Afc Bournemouth,2324
Lewis Cook,Central Midfield,27.0,12000000.0,Afc Bournemouth,2324
Ryan Christie,Central Midfield,29.0,12000000.0,Afc Bournemouth,2324
Joe Rothwell,Central Midfield,29.0,2500000.0,Afc Bournemouth,2324
Gavin Kilkenny,Central Midfield,24.0,300000.0,Afc Bournemouth,2324
Marcus Tavernier,Attacking Midfield,25.0,20000000.0,Afc Bournemouth,2324
Romain Faivre,Attacking Midfield,25.0,15000000.0,Afc Bournemouth,2324
Justin Kluivert,Attacking Midfield,25.0,14000000.0,Afc Bournemouth,2324
Emiliano Marcondes,Attacking Midfield,29.0,1500000.0,Afc Bournemouth,2324
Luis Sinisterra,Left Winger,25.0,17000000.0,Afc Bournemouth,2324
Hamed Traoré,Left Winger,24.0,17000000.0,Afc Bournemouth,2324
Jaidon Anthony,Left Winger,24.0,6000000.0,Afc Bournemouth,2324
Dango Ouattara,Right Winger,22.0,20000000.0,Afc Bournemouth,2324
Antoine Semenyo,Right Winger,24.0,10000000.0,Afc Bournemouth,2324
David Brooks,Right Winger,26.0,8000000.0,Afc Bournemouth,2324
Dominic Sadi,Right Winger,20.0,100000.0,Afc Bournemouth,2324
Michael Dacosta,Right Winger,19.0,,Afc Bournemouth,2324
Dominic Solanke,Centre-Forward,26.0,40000000.0,Afc Bournemouth,2324
Enes Ünal,Centre-Forward,27.0,18000000.0,Afc Bournemouth,2324
Kieffer Moore,Centre-Forward,31.0,2000000.0,Afc Bournemouth,2324
Jamal Lowe,Centre-Forward,29.0,1500000.0,Afc Bournemouth,2324
Daniel Adu-Adjei,Centre-Forward,19.0,,Afc Bournemouth,2324
David Raya,Goalkeeper,28.0,35000000.0,Arsenal Fc,2324
Aaron Ramsdale,Goalkeeper,26.0,25000000.0,Arsenal Fc,2324
Matt Turner,Goalkeeper,30.0,7000000.0,Arsenal Fc,2324
Karl Hein,Goalkeeper,22.0,2000000.0,Arsenal Fc,2324
Arthur Okonkwo,Goalkeeper,22.0,1800000.0,Arsenal Fc,2324
William Saliba,Centre-Back,23.0,80000000.0,Arsenal Fc,2324
Gabriel,Centre-Back,26.0,70000000.0,Arsenal Fc,2324
Takehiro Tomiyasu,Centre-Back,25.0,35000000.0,Arsenal Fc,2324
Jakub Kiwior,Centre-Back,24.0,30000000.0,Arsenal Fc,2324
Rob Holding,Centre-Back,28.0,5000000.0,Arsenal Fc,2324
Ayden Heaven,Centre-Back,17.0,300000.0,Arsenal Fc,2324
Oleksandr Zinchenko,Left-Back,27.0,38000000.0,Arsenal Fc,2324
Kieran Tierney,Left-Back,27.0,12000000.0,Arsenal Fc,2324
Lino Sousa,Left-Back,19.0,2000000.0,Arsenal Fc,2324
Myles Lewis-Skelly,Left-Back,17.0,2000000.0,Arsenal Fc,2324
Ben White,Right-Back,26.0,55000000.0,Arsenal Fc,2324
Jurriën Timber,Right-Back,23.0,38000000.0,Arsenal Fc,2324
Reuell Walters,Right-Back,19.0,4000000.0,Arsenal Fc,2324
Cédric Soares,Right-Back,32.0,2000000.0,Arsenal Fc,2324
James Sweet,Right-Back,20.0,250000.0,Arsenal Fc,2324
Thomas Partey,Defensive Midfield,31.0,18000000.0,Arsenal Fc,2324
Jorginho,Defensive Midfield,32.0,12000000.0,Arsenal Fc,2324
Mohamed Elneny,Defensive Midfield,31.0,3500000.0,Arsenal Fc,2324
Bradley Ibrahim,Defensive Midfield,19.0,400000.0,Arsenal Fc,2324
Declan Rice,Central Midfield,25.0,120000000.0,Arsenal Fc,2324
Albert Sambi Lokonga,Central Midfield,24.0,15000000.0,Arsenal Fc,2324
Mauro Bandeira,Central Midfield,20.0,200000.0,Arsenal Fc,2324
Martin Ødegaard,Attacking Midfield,25.0,110000000.0,Arsenal Fc,2324
Emile Smith Rowe,Attacking Midfield,23.0,22000000.0,Arsenal Fc,2324
